2.000000	2.000000
2.020000	1.961354
2.040000	1.923817
2.060000	1.887347
2.080000	1.851905
2.100000	1.817451
2.120000	1.783951
2.140000	1.751368
2.160000	1.719669
2.180000	1.688824
2.200000	1.658801
2.220000	1.629572
2.240000	1.601108
2.260000	1.573384
2.280000	1.546373
2.300000	1.520053
2.320000	1.494398
2.340000	1.469388
2.360000	1.445000
2.380000	1.421214
2.400000	1.398011
2.420000	1.375372
2.440000	1.353278
2.460000	1.331712
2.480000	1.310658
2.500000	1.290099
2.520000	1.270020
2.540000	1.250406
2.560000	1.231243
2.580000	1.212517
2.600000	1.194215
2.620000	1.176324
2.640000	1.158833
2.660000	1.141728
2.680000	1.125000
2.700000	1.108637
2.720000	1.092628
2.740000	1.076963
2.760000	1.061633
2.780000	1.046627
2.800000	1.031938
2.820000	1.017556
2.840000	1.003472
2.860000	0.989679
2.880000	0.976168
2.900000	0.962932
2.920000	0.949963
2.940000	0.937255
2.960000	0.924800
2.980000	0.912592
3.000000	0.900623
3.020000	0.888889
3.040000	0.877382
3.060000	0.866098
3.080000	0.855030
3.100000	0.844172
3.120000	0.833520
3.140000	0.823069
3.160000	0.812813
3.180000	0.802747
3.200000	0.792867
3.220000	0.783168
3.240000	0.773647
3.260000	0.764298
3.280000	0.755117
3.300000	0.746101
3.320000	0.737245
3.340000	0.728546
3.360000	0.720000
3.380000	0.711604
3.400000	0.703353
3.420000	0.695245
3.440000	0.687277
3.460000	0.679445
3.480000	0.671746
3.500000	0.664177
3.520000	0.656735
3.540000	0.649418
3.560000	0.642222
3.580000	0.635145
3.600000	0.628185
3.620000	0.621338
3.640000	0.614603
3.660000	0.607977
3.680000	0.601457
3.700000	0.595041
3.720000	0.588728
3.740000	0.582514
3.760000	0.576399
3.780000	0.570379
3.800000	0.564453
3.820000	0.558619
3.840000	0.552875
3.860000	0.547219
3.880000	0.541649
3.900000	0.536164
3.920000	0.530762
3.940000	0.525441
3.960000	0.520200
3.980000	0.000000
